timestamp,load,threads,total_threads,events_seconds,total_time,latency_min,latency_avg,latency_max,latency_95th,latency_sum,events_avg,events_stddev,execution_time_avg,execution_time_stddev
2025-03-29 07:17:41.382,62500,6,8,408.27,153.083,12.36,14.7,17.41,16.41,918459.05,10416.6667,1180.77,153.0765,0.0
2025-03-29 07:21:37.336,75000,6,8,317.92,235.9081,15.9,18.87,24.43,21.11,1415381.34,12500.0,1408.33,235.8969,0.01
2025-03-29 08:51:49.688,12500,6,8,3685.9,3.3896,1.07,1.63,4.06,1.82,20328.93,2083.3333,249.38,3.3882,0.0
2025-03-29 08:52:07.174,25000,6,8,1433.46,17.4386,3.51,4.18,5.15,4.65,104609.54,4166.6667,481.11,17.4349,0.0
2025-03-29 08:52:52.756,37500,6,8,823.51,45.535,6.12,7.28,8.81,8.13,273186.4,6250.0,713.87,45.5311,0.0
2025-03-29 08:54:22.948,50000,6,8,554.65,90.1452,9.09,10.82,12.78,12.08,540833.33,8333.3333,948.72,90.1389,0.01
2025-03-29 08:56:56.096,62500,6,8,408.22,153.1021,12.36,14.7,17.32,16.41,918555.5,10416.6667,1180.77,153.0926,0.01
2025-03-29 09:00:52.258,75000,6,8,317.64,236.115,15.89,18.89,23.35,21.11,1416630.11,12500.0,1409.69,236.105,0.0
2025-03-29 02:23:25.601,12500,9,8,4295.93,2.9079,1.36,2.09,9.38,4.82,26153.27,1388.8889,76.13,2.9059,0.0
2025-03-29 02:23:40.619,25000,9,8,1670.04,14.9681,3.87,5.39,20.81,8.74,134680.12,2777.7778,43.08,14.9645,0.0
2025-03-29 02:24:19.735,37500,9,8,959.86,39.0666,6.85,9.37,27.37,16.41,351559.74,4166.6667,41.85,39.0622,0.0
2025-03-29 02:25:37.035,50000,9,8,647.23,77.2511,10.63,13.9,37.41,24.38,695198.24,5555.5556,43.02,77.2442,0.0
2025-03-29 02:27:48.397,62500,9,8,475.95,131.3134,13.32,18.91,54.13,33.72,1181729.06,6944.4444,49.2,131.3032,0.01
2025-03-29 02:31:10.861,75000,9,8,370.52,202.4157,19.12,24.29,56.68,42.61,1821617.27,8333.3333,38.57,202.4019,0.01
2025-03-29 04:02:50.893,12500,9,8,4316.18,2.8943,1.53,2.08,9.1,4.82,26030.96,1388.8889,82.71,2.8923,0.0
2025-03-29 04:03:05.917,25000,9,8,1669.23,14.9754,4.3,5.39,21.81,8.74,134745.08,2777.7778,92.77,14.9717,0.0
2025-03-29 04:03:45.054,37500,9,8,959.33,39.0881,6.88,9.38,30.7,16.41,351750.23,4166.6667,31.34,39.0834,0.0
2025-03-29 04:05:02.394,50000,9,8,646.89,77.2917,9.46,13.91,36.44,24.83,695554.99,5555.5556,32.89,77.2839,0.0
2025-03-29 04:07:13.860,62500,9,8,475.58,131.4168,12.86,18.92,45.2,33.72,1182664.95,6944.4444,60.32,131.4072,0.0
